10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
-0.004230531 -0.01136953 -0.0172035 -0.02177333 -0.02533864 -0.02811751 -0.03028212 -0.03196743 -0.03327904 -0.03429947 -0.03509311 -0.03571008 -0.03618955 -0.03656206 -0.03685141 -0.0370761 
