10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160
2.258711e-05 2.263834e-05 2.267358e-05 2.270038e-05 2.272091e-05 2.273667e-05 2.274877e-05 2.275807e-05 2.276521e-05 2.277069e-05 2.277245e-05 2.277566e-05 2.277813e-05 2.278004e-05 2.27815e-05 2.278262e-05 
