5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
0.1006251 0.1013171 0.1014319 0.1014768 0.1015024 0.1015198 0.1015324 0.101542 0.1015495 0.1015555 0.1015603 0.1015643 0.1015676 0.1015703 0.1015727 0.1015747 0.1015765 0.101578 0.1015793 0.1015805 0.1015815 0.1015824 0.1015832 0.101584 0.1015846 0.1015852 0.1015857 0.1015862 0.1015866 0.101587 0.1015873 0.1015877 0.1015879 0.1015882 0.1015884 0.1015886 0.1015888 0.101589 0.1015891 0.1015893 
