10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240
300.1465 300.1699 300.1874 300.2021 300.2145 300.225 300.2339 300.2414 300.2478 300.2532 300.2578 300.2617 300.265 300.2678 300.2701 300.2722 300.2739 300.2753 300.2765 300.2775 300.2784 300.2791 300.2798 300.2803 
