10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240
4.395805e-05 4.401359e-05 4.405509e-05 4.408941e-05 4.411805e-05 4.414203e-05 4.416212e-05 4.417894e-05 4.419304e-05 4.420487e-05 4.421478e-05 4.42231e-05 4.423007e-05 4.423592e-05 4.424083e-05 4.424495e-05 4.424839e-05 4.425128e-05 4.42537e-05 4.425573e-05 4.425744e-05 4.425887e-05 4.426007e-05 4.426107e-05 
