10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240
0.1013287 0.1014821 0.1015235 0.1015449 0.1015578 0.1015662 0.1015719 0.101576 0.1015791 0.1015814 0.1015832 0.1015847 0.1015858 0.1015867 0.1015874 0.101588 0.1015885 0.1015889 0.1015892 0.1015895 0.1015897 0.1015899 0.10159 0.1015901 
