10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220 230 240 250 260 270 280 290 300 310 320 330 340 350 360 370 380 390 400
-0.03071113 -0.04310134 -0.0537199 -0.06385381 -0.07360546 -0.08294684 -0.09184732 -0.1002859 -0.108251 -0.1157389 -0.1227529 -0.1293011 -0.1353958 -0.1410527 -0.1462897 -0.1511265 -0.1555837 -0.1596828 -0.1634452 -0.1668924 -0.1700455 -0.172925 -0.1755507 -0.1779416 -0.1801158 -0.1820905 -0.1838818 -0.185505 -0.1869741 -0.1883025 -0.1895024 -0.1905853 -0.1915618 -0.1924415 -0.1932333 -0.1939471 -0.1945896 -0.1951664 -0.1956835 -0.1961474 
