10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180 190 200 210 220
-0.05388156 -0.06177709 -0.0672445 -0.07138931 -0.07455541 -0.07697649 -0.07882849 -0.08024539 -0.08132951 -0.08215906 -0.08279384 -0.0832798 -0.08365175 -0.08393625 -0.08415396 -0.08432058 -0.084448 -0.08454551 -0.08462016 -0.0846772 -0.08472091 -0.08475429 
