20 40 60 80 100 120 140 160 180 200 220 240
-0.005554501 -0.01382972 -0.02116649 -0.02744727 -0.03272017 -0.03706945 -0.04060026 -0.04342619 -0.04565959 -0.04740496 -0.04875527 -0.04979029 
