20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
-2.591146e-06 -3.048117e-05 -8.073532e-05 -0.0001475878 -0.0002245283 -0.000305212 -0.0003844459 -0.000458539 -0.0005252466 -0.0005835155 -0.0006331714 -0.0006745662 -0.0007085837 -0.0007360802 -0.0007580095 -0.000775225 -0.0007885593 -0.0007988035 -0.000806614 -0.0008125276 
