20 40 60 80 100 120 140 160 180 200 220 240
-0.006497001 -0.008535079 -0.01199558 -0.01606604 -0.02033114 -0.02447101 -0.02827534 -0.03163107 -0.03449892 -0.03688908 -0.03884096 -0.04043145 
