20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
300.118 300.5232 300.9827 301.4791 301.9713 302.4309 302.8415 303.1965 303.4957 303.7427 303.943 304.1011 304.2296 304.3284 304.4049 304.4619 304.5049 304.5373 304.5614 304.5794 
