20 40 60 80 100 120 140 160 180 200 220 240 260 280 300
-2.459368e-05 -0.0001652195 -0.0003242106 -0.000448692 -0.0005360685 -0.0005947371 -0.0006332408 -0.0006581424 -0.0006740587 -0.0006841169 -0.0006903941 -0.0006942531 -0.0006965794 -0.0006979462 -0.0006987204 
