5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115
300.2866 300.3441 300.3756 300.3999 300.4205 300.4384 300.4541 300.4678 300.4798 300.4903 300.4996 300.5077 300.5149 300.5211 300.5266 300.5315 300.5357 300.5394 300.5427 300.5455 300.548 300.5502 300.5522 
