5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115
4.472106e-05 4.478091e-05 4.481425e-05 4.484012e-05 4.486196e-05 4.488081e-05 4.489719e-05 4.491145e-05 4.492388e-05 4.49347e-05 4.494413e-05 4.495236e-05 4.495953e-05 4.496577e-05 4.497122e-05 4.497597e-05 4.498011e-05 4.498373e-05 4.498688e-05 4.498962e-05 4.499201e-05 4.499409e-05 4.49959e-05 
