5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
8.554415e-05 8.560743e-05 8.564254e-05 8.566975e-05 8.569259e-05 8.571222e-05 8.572917e-05 8.574384e-05 8.575656e-05 8.576759e-05 8.577714e-05 8.578542e-05 8.579263e-05 8.579887e-05 8.580425e-05 8.580897e-05 8.581303e-05 8.581658e-05 8.581963e-05 8.58223e-05 8.582461e-05 8.582661e-05 8.582835e-05 8.582987e-05 8.583118e-05 8.583232e-05 8.583331e-05 8.583417e-05 8.583491e-05 8.583557e-05 
