5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115
0.198192 0.1994856 0.19971 0.1998009 0.1998531 0.1998877 0.1999122 0.1999303 0.1999439 0.1999544 0.1999626 0.1999691 0.1999743 0.1999785 0.199982 0.1999848 0.1999871 0.1999891 0.1999907 0.1999921 0.1999933 0.1999943 0.1999951 
