5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150
300.0732 300.0859 300.0929 300.0984 300.1031 300.1073 300.1109 300.1142 300.117 300.1196 300.1218 300.1238 300.1256 300.1272 300.1286 300.1298 300.1309 300.1318 300.1327 300.1335 300.1341 300.1347 300.1353 300.1357 300.1362 300.1365 300.1369 300.1371 300.1374 300.1376 
