5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95
8.52244e-05 8.523722e-05 8.524438e-05 8.524997e-05 8.525475e-05 8.52589e-05 8.526255e-05 8.526576e-05 8.526858e-05 8.527108e-05 8.527327e-05 8.52752e-05 8.527691e-05 8.527842e-05 8.527974e-05 8.528091e-05 8.528194e-05 8.528285e-05 8.528364e-05 
