5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95
-3.903756e-07 -8.247805e-07 -1.23077e-06 -1.612725e-06 -1.971968e-06 -2.308996e-06 -2.624246e-06 -2.918271e-06 -3.191761e-06 -3.445526e-06 -3.68046e-06 -3.897514e-06 -4.097672e-06 -4.28193e-06 -4.451281e-06 -4.606703e-06 -4.749145e-06 -4.879499e-06 -4.998645e-06 
