5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95
-1.874062e-09 -1.827855e-07 -1.352419e-06 -4.142802e-06 -8.447511e-06 -1.380089e-05 -1.971323e-05 -2.57948e-05 -3.177297e-05 -3.747344e-05 -4.279509e-05 -4.768797e-05 -5.213633e-05 -5.614651e-05 -5.97383e-05 -6.293918e-05 -6.57804e-05 -6.829443e-05 -7.051332e-05 
