20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
-0.005554501 -0.01382972 -0.02116649 -0.02744727 -0.03272017 -0.03706945 -0.04060026 -0.04342619 -0.04565959 -0.04740496 -0.04875527 -0.04979029 -0.05057692 -0.05117089 -0.05161591 -0.0519468 -0.05219073 -0.05236957 -0.05250005 -0.05259482 
