20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
0.09984295 0.09993082 0.09996252 0.09997823 0.09998706 0.09999231 0.0999955 0.09999744 0.09999861 0.0999993 0.0999997 0.09999975 0.1000001 0.1000001 0.1000001 0.1000001 0.1000001 0.1000001 0.1000001 0.1000001 
