20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 400
9.62214e-07 9.999581e-07 1.031557e-06 1.058155e-06 1.079978e-06 1.097487e-06 1.111275e-06 1.121965e-06 1.130145e-06 1.136337e-06 1.140979e-06 1.144398e-06 1.147003e-06 1.14887e-06 1.150229e-06 1.151195e-06 1.151886e-06 1.152384e-06 1.152738e-06 1.152991e-06 
