5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
300.3781 300.4568 300.5012 300.5369 300.5685 300.5974 300.6239 300.6484 300.6709 300.6918 300.7111 300.7289 300.7454 300.7606 300.7746 300.7877 300.7997 300.8108 300.8211 300.8306 300.8394 300.8475 300.855 300.8619 300.8683 300.8743 300.8797 300.8848 300.8895 300.8938 300.8978 300.9015 300.9049 300.908 300.9109 300.9136 300.916 300.9183 300.9204 300.9224 
