5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
387.9844 392.5963 394.5281 395.7956 396.7449 397.4946 398.1038 398.6082 399.0321 399.3924 399.7016 399.9693 400.2026 400.4072 400.5875 400.7472 400.8891 401.0156 401.1286 401.2299 401.3208 401.4026 401.4763 401.5427 401.6026 401.6568 401.7058 401.7501 401.7902 401.8265 401.8595 401.8893 401.9164 401.941 401.9633 401.9836 402.002 402.0187 402.0338 402.0476 
