5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
-0.08289017 -0.09866316 -0.1078633 -0.1153296 -0.1219664 -0.1280187 -0.1335812 -0.1387064 -0.1434334 -0.1477949 -0.1518202 -0.155536 -0.1589661 -0.1621328 -0.1650563 -0.1677555 -0.1702473 -0.1725478 -0.1746716 -0.1766322 -0.1784421 -0.1801126 -0.1816547 -0.1830779 -0.1843915 -0.1856038 -0.1867226 -0.187755 -0.1887076 -0.1895869 -0.1903981 -0.1911466 -0.1918371 -0.1924743 -0.1930617 -0.1936038 -0.1941037 -0.1945647 -0.1949899 -0.1953821 
