5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
0.1981639 0.1994688 0.1996894 0.1997767 0.199827 0.199861 0.1998859 0.1999047 0.1999194 0.1999312 0.1999406 0.1999484 0.1999549 0.1999603 0.199965 0.1999689 0.1999723 0.1999753 0.1999779 0.1999802 0.1999822 0.199984 0.1999855 0.199987 0.1999882 0.1999894 0.1999904 0.1999913 0.1999921 0.1999928 0.1999935 0.1999941 0.1999947 0.1999952 0.1999956 0.199996 0.1999964 0.1999967 0.199997 0.1999973 
