5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200
5.081143e-05 5.090791e-05 5.096312e-05 5.100765e-05 5.104702e-05 5.108272e-05 5.111534e-05 5.114521e-05 5.117261e-05 5.119773e-05 5.122079e-05 5.124194e-05 5.126136e-05 5.127919e-05 5.129556e-05 5.131059e-05 5.132439e-05 5.133706e-05 5.134869e-05 5.135938e-05 5.136919e-05 5.137821e-05 5.138649e-05 5.139409e-05 5.140107e-05 5.140749e-05 5.141338e-05 5.141879e-05 5.142376e-05 5.142832e-05 5.143251e-05 5.143635e-05 5.143988e-05 5.144312e-05 5.14461e-05 5.144883e-05 5.145135e-05 5.145365e-05 5.145577e-05 5.145772e-05 
