5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
-0.07133262 -0.0872361 -0.09658927 -0.1041966 -0.1110029 -0.1172634 -0.1230693 -0.1284678 -0.133492 -0.1381688 -0.142523 -0.1465763 -0.1503496 -0.1538618 -0.1571307 -0.1601726 -0.1630031 -0.1656364 -0.1680859 -0.1703644 -0.1724831 -0.1744533 -0.1762849 -0.1779876 -0.1795701 -0.1810415 -0.1824078 -0.1836775 -0.184857 -0.1859526 -0.1869702 -0.1879152 -0.1887926 -0.1896073 -0.1903636 -0.1910656 -0.1917171 -0.1923218 -0.1928831 -0.1934042 -0.1938875 -0.1943359 
