5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210
0.1980957 0.1994466 0.1996758 0.1997662 0.1998182 0.1998534 0.1998792 0.1998988 0.1999141 0.1999263 0.1999362 0.1999444 0.1999512 0.199957 0.1999618 0.199966 0.1999697 0.1999728 0.1999756 0.1999781 0.1999802 0.1999822 0.1999839 0.1999854 0.1999868 0.199988 0.1999891 0.1999901 0.199991 0.1999919 0.1999926 0.1999933 0.1999939 0.1999944 0.1999949 0.1999954 0.1999958 0.1999962 0.1999965 0.1999968 0.1999971 0.1999974 
