6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145
0.02016519 0.02027051 0.02028974 0.02029814 0.02030316 0.02030655 0.02030898 0.02031077 0.02031214 0.0203132 0.02031405 0.02031472 0.02031527 0.02031572 0.0203161 0.02031641 0.02031659 0.02031679 0.02031697 0.02031712 0.02031725 0.02031737 0.02031747 0.02031756 0.02031764 0.02031771 
