6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190
300.0815 300.1371 300.1651 300.1868 300.2059 300.2233 300.2392 300.2538 300.2671 300.2793 300.2904 300.3005 300.3098 300.3182 300.3258 300.3328 300.3371 300.342 300.3466 300.3508 300.3547 300.3583 300.3616 300.3646 300.3673 300.3699 300.3722 300.3744 300.3764 300.3782 300.3798 300.3814 300.3828 300.384 300.3852 
