6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145
-0.0001032631 -0.0004521558 -0.0008556471 -0.001242702 -0.001599302 -0.001924498 -0.002220104 -0.002488415 -0.002731702 -0.00295211 -0.003151635 -0.003332124 -0.003495281 -0.003642674 -0.003775745 -0.003895814 -0.003969238 -0.004054156 -0.004132012 -0.00420337 -0.004268749 -0.00432863 -0.004383459 -0.004433646 -0.004479569 -0.00452158 
