6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250
4.448719e-06 4.457602e-06 4.462483e-06 4.466363e-06 4.469736e-06 4.472728e-06 4.475396e-06 4.477777e-06 4.479902e-06 4.481799e-06 4.483492e-06 4.485002e-06 4.48635e-06 4.487551e-06 4.488623e-06 4.489578e-06 4.490157e-06 4.49082e-06 4.491423e-06 4.49197e-06 4.492468e-06 4.492919e-06 4.493329e-06 4.493701e-06 4.494038e-06 4.494345e-06 4.494623e-06 4.494876e-06 4.495105e-06 4.495312e-06 4.495501e-06 4.495672e-06 4.495827e-06 4.495967e-06 4.496095e-06 4.49621e-06 4.496315e-06 4.49641e-06 4.496496e-06 4.496574e-06 4.496645e-06 4.496709e-06 4.496767e-06 4.496819e-06 4.496866e-06 4.496908e-06 4.496947e-06 
