6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230
-1.140758e-06 -4.4689e-06 -8.013114e-06 -1.157601e-05 -1.510528e-05 -1.856665e-05 -2.193354e-05 -2.518544e-05 -2.830713e-05 -3.128791e-05 -3.412082e-05 -3.680203e-05 -3.933026e-05 -4.17063e-05 -4.393258e-05 -4.601282e-05 -4.732079e-05 -4.886983e-05 -5.032653e-05 -5.169442e-05 -5.297722e-05 -5.417868e-05 -5.530265e-05 -5.635293e-05 -5.733331e-05 -5.824753e-05 -5.909923e-05 -5.989198e-05 -6.062921e-05 -6.131424e-05 -6.195028e-05 -6.254037e-05 -6.308745e-05 -6.35943e-05 -6.406356e-05 -6.449775e-05 -6.489924e-05 -6.527028e-05 -6.561298e-05 -6.592933e-05 -6.62212e-05 -6.649036e-05 -6.673845e-05 
