6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230
-7.383629e-09 -5.135243e-07 -3.072337e-06 -8.233217e-06 -1.53318e-05 -2.346021e-05 -3.18917e-05 -4.014275e-05 -4.792672e-05 -5.509432e-05 -6.158545e-05 -6.739512e-05 -7.255065e-05 -7.709694e-05 -8.108705e-05 -8.457648e-05 -8.66516e-05 -8.899015e-05 -9.107148e-05 -9.292198e-05 -9.456591e-05 -9.602537e-05 -9.732036e-05 -9.846893e-05 -9.94873e-05 -0.00010039 -0.00010119 -0.0001018989 -0.000102527 -0.0001030835 -0.0001035765 -0.0001040133 -0.0001044002 -0.0001047431 -0.0001050469 -0.0001053161 -0.0001055546 -0.000105766 -0.0001059534 -0.0001061195 -0.0001062667 -0.0001063973 -0.000106513 
