6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230
-0.004520692 -0.005823732 -0.006738317 -0.007507629 -0.008199111 -0.00883102 -0.009410285 -0.009941149 -0.01042714 -0.0108715 -0.01127732 -0.01164751 -0.01198483 -0.01229189 -0.01257111 -0.0128248 -0.01298079 -0.01316206 -0.01332911 -0.01348297 -0.01362461 -0.01375494 -0.01387479 -0.01398497 -0.0140862 -0.01417918 -0.01426454 -0.01434287 -0.01441473 -0.01448062 -0.01454102 -0.01459637 -0.01464708 -0.01469351 -0.01473601 -0.01477491 -0.0148105 -0.01484305 -0.01487281 -0.01490002 -0.01492488 -0.0149476 -0.01496834 
