6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125
-9.839573e-05 -0.0003868497 -0.0006878044 -0.0009609341 -0.001202556 -0.001415118 -0.001601856 -0.001765828 -0.001909773 -0.002036114 -0.002146983 -0.002244261 -0.002273958 -0.002404456 -0.002470109 -0.002527681 -0.002562068 -0.00260102 -0.002635926 -0.002667204 -0.002695229 -0.002720336 
