6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125 130
-0.008422082 -0.009978772 -0.01094455 -0.01173097 -0.01240989 -0.01300371 -0.01352472 -0.01398221 -0.01438403 -0.01473696 -0.01504694 -0.01531918 -0.01540235 -0.01576818 -0.01595249 -0.01611429 -0.01621102 -0.01632068 -0.01641903 -0.01650724 -0.01658635 -0.01665728 -0.01672089 
