6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125
-7.183927e-09 -4.931819e-07 -2.926975e-06 -7.791531e-06 -1.442391e-05 -2.195253e-05 -2.969393e-05 -3.720322e-05 -4.422464e-05 -5.063206e-05 -5.638204e-05 -6.1481e-05 -6.304147e-05 -6.987935e-05 -7.328317e-05 -7.623111e-05 -7.796984e-05 -7.991486e-05 -8.163159e-05 -8.314519e-05 -8.447849e-05 -8.565212e-05 
