6 12 18 24 30 36 42 48 54 60 66 72 74 84 90 96 100 105 110 115 120 125 130
-1.15289e-06 -2.642312e-06 -4.053206e-06 -5.387048e-06 -6.642778e-06 -7.819034e-06 -8.915547e-06 -9.93328e-06 -1.087423e-05 -1.174118e-05 -1.253747e-05 -1.326682e-05 -1.349574e-05 -1.454059e-05 -1.509312e-05 -1.559475e-05 -1.590282e-05 -1.626024e-05 -1.658886e-05 -1.689071e-05 -1.716769e-05 -1.742164e-05 -1.765427e-05 
