6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 100 105 110 115 120 125 130
309.7131 310.1287 310.3116 310.4299 310.5149 310.5788 310.6281 310.6669 310.6979 310.723 310.7435 310.7604 310.7744 310.7861 310.7959 310.8042 310.809 310.8142 310.8188 310.8228 310.8263 310.8293 310.832 
