5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270 275 280 285 290 295 300
300.1991 300.2407 300.264 300.2827 300.2993 300.3144 300.3284 300.3413 300.3533 300.3643 300.3746 300.384 300.3928 300.4009 300.4084 300.4153 300.4218 300.4277 300.4332 300.4383 300.443 300.4474 300.4514 300.4552 300.4586 300.4618 300.4648 300.4675 300.47 300.4724 300.4745 300.4765 300.4784 300.4801 300.4817 300.4831 300.4845 300.4857 300.4869 300.488 300.4889 300.4898 300.4907 300.4915 300.4922 300.4928 300.4934 300.494 300.4945 300.495 300.4955 300.4959 300.4962 300.4966 300.4969 300.4972 300.4975 300.4977 300.498 300.4982 
