5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 180 185 190 195 200 205 210 215 220 225 230 235 240 245 250 255 260 265 270 275 280 285 290 295 300
-0.04240612 -0.05037002 -0.05499154 -0.05873579 -0.06206412 -0.06510132 -0.06789474 -0.0704706 -0.07284818 -0.07504371 -0.07707164 -0.07894503 -0.08067582 -0.08227495 -0.08375247 -0.08511765 -0.08637903 -0.08754446 -0.08862123 -0.08961604 -0.0905351 -0.09138413 -0.09216844 -0.09289292 -0.09356211 -0.09418019 -0.09475103 -0.09527822 -0.09576506 -0.09621463 -0.09662975 -0.09701304 -0.09736692 -0.09769363 -0.09799524 -0.09827366 -0.09853067 -0.09876798 -0.09898698 -0.09918912 -0.09937566 -0.09954782 -0.09970668 -0.09985322 -0.0999885 -0.1001133 -0.1002283 -0.1003346 -0.1004325 -0.1005229 -0.1006063 -0.1006832 -0.1007541 -0.1008194 -0.1008798 -0.1009354 -0.1009867 -0.101034 -0.1010776 -0.1011178 
